optionsetid,optionvalue,,sort_order
2,I688 Other cerebrovascular disorders in diseases classified elsewhere,,3985
2,I69 Sequelae of cerebrovascular disease,,3986
2,I690 Sequelae of subarachnoid haemorrhage,,3987
2,I691 Sequelae of intracerebral haemorrhage,,3988
2,J960 Acute respiratory failure,,4390
2,I692 Sequelae of other nontraumatic intracranial haemorrhage,,3989
2,I693 Sequelae of cerebral infarction,,3990
2,"I694 Sequelae of stroke, not specified as haemorrhage or infarction",,3991
2,I698 Sequelae of other and unspecified cerebrovascular diseases,,3992
2,I70 Atherosclerosis,,3993
2,I700 Atherosclerosis of aorta,,3994
2,I701 Atherosclerosis of renal artery,,3995
2,I702 Atherosclerosis of arteries of extremities,,3996
2,I708 Atherosclerosis of other arteries,,3997
2,I709 Generalized and unspecified atherosclerosis,,3998
2,I71 Aortic aneurysm and dissection,,3999
2,I710 Dissection of aorta [any part],,4000
2,"I711 Thoracic aortic aneurysm, ruptured",,4001
2,"I712 Thoracic aortic aneurysm, without mention of rupture",,4002
2,"I713 Abdominal aortic aneurysm, ruptured",,4003
2,"I714 Abdominal aortic aneurysm, without mention of rupture",,4004
2,"I715 Thoracoabdominal aortic aneurysm, ruptured",,4005
2,"I716 Thoracoabdominal aortic aneurysm, without mention of rupture",,4006
2,"I718 Aortic aneurysm of unspecified site, ruptured",,4007
2,"I719 Aortic aneurysm of unspecified site, without mention of rupture",,4008
2,I72 Other aneurysm,,4009
2,I720 Aneurysm of carotid artery,,4010
2,I721 Aneurysm of artery of upper extremity,,4011
2,I722 Aneurysm of renal artery,,4012
2,I723 Aneurysm of iliac artery,,4013
2,I724 Aneurysm of artery of lower extremity,,4014
2,I725 Aneurysm and dissection of other precerebral arteries,,4015
2,I728 Aneurysm of other specified arteries,,4016
2,I729 Aneurysm of unspecified site,,4017
2,I73 Other peripheral vascular diseases,,4018
2,I730 Raynauds syndrome,,4019
2,I731 Thromboangiitis obliterans [Buerger],,4020
2,I738 Other specified peripheral vascular diseases,,4021
2,"I739 Peripheral vascular disease, unspecified",,4022
2,I74 Arterial embolism and thrombosis,,4023
2,I740 Embolism and thrombosis of abdominal aorta,,4024
2,I741 Embolism and thrombosis of other and unspecified parts of aorta,,4025
2,I742 Embolism and thrombosis of arteries of upper extremities,,4026
2,I743 Embolism and thrombosis of arteries of lower extremities,,4027
2,"I744 Embolism and thrombosis of arteries of extremities, unspecified",,4028
2,I745 Embolism and thrombosis of iliac artery,,4029
2,I748 Embolism and thrombosis of other arteries,,4030
2,I749 Embolism and thrombosis of unspecified artery,,4031
2,I77 Other disorders of arteries and arterioles,,4032
2,"I770 Arteriovenous fistula, acquired",,4033
2,I771 Stricture of artery,,4034
2,I772 Rupture of artery,,4035
2,I773 Arterial fibromuscular dysplasia,,4036
2,I774 Coeliac artery compression syndrome,,4037
2,I775 Necrosis of artery,,4038
2,"I776 Arteritis, unspecified",,4039
2,I778 Other specified disorders of arteries and arterioles,,4040
2,"I779 Disorder of arteries and arterioles, unspecified",,4041
2,I78 Diseases of capillaries,,4042
2,I780 Hereditary haemorrhagic telangiectasia,,4043
2,"I781 Naevus, non-neoplastic",,4044
2,I788 Other diseases of capillaries,,4045
2,"I789 Disease of capillaries, unspecified",,4046
2,"I79 Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",,4047
2,I790 Aneurysm of aorta in diseases classified elsewhere,,4048
2,I791 Aortitis in diseases classified elsewhere,,4049
2,I792 Peripheral angiopathy in diseases classified elsewhere,,4050
2,"I798 Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere",,4051
2,I80 Phlebitis and thrombophlebitis,,4052
2,I800 Phlebitis and thrombophlebitis of superficial vessels of lower extremities,,4053
2,I801 Phlebitis and thrombophlebitis of femoral vein,,4054
2,I802 Phlebitis and thrombophlebitis of other deep vessels of lower extremities,,4055
2,"I803 Phlebitis and thrombophlebitis of lower extremities, unspecified",,4056
2,I808 Phlebitis and thrombophlebitis of other sites,,4057
2,I809 Phlebitis and thrombophlebitis of unspecified site,,4058
2,I81 Portal vein thrombosis,,4059
2,I82 Other venous embolism and thrombosis,,4060
2,I820 Budd-Chiari syndrome,,4061
2,I821 Thrombophlebitis migrans,,4062
2,I822 Embolism and thrombosis of vena cava,,4063
2,I823 Embolism and thrombosis of renal vein,,4064
2,I828 Embolism and thrombosis of other specified veins,,4065
2,I829 Embolism and thrombosis of unspecified vein,,4066
2,I83 Varicose veins of lower extremities,,4067
2,I830 Varicose veins of lower extremities with ulcer,,4068
2,I831 Varicose veins of lower extremities with inflammation,,4069
2,I832 Varicose veins of lower extremities with both ulcer and inflammation,,4070
2,I839 Varicose veins of lower extremities without ulcer or inflammation,,4071
2,I84 Haemorrhoids,,4072
2,I840 Internal thrombosed haemorrhoids,,4073
2,I841 Internal haemorrhoids with other complications,,4074
2,I842 Internal haemorrhoids without complication,,4075
2,I843 External thrombosed haemorrhoids,,4076
2,I844 External haemorrhoids with other complications,,4077
2,I845 External haemorrhoids without complication,,4078
2,I846 Residual haemorrhoidal skin tags,,4079
2,I847 Unspecified thrombosed haemorrhoids,,4080
2,I848 Unspecified haemorrhoids with other complications,,4081
2,I849 Unspecified haemorrhoids without complication,,4082
2,I85 Oesophageal varices,,4083
2,I850 Oesophageal varices with bleeding,,4084
2,I859 Oesophageal varices without bleeding,,4085
2,I86 Varicose veins of other sites,,4086
2,I860 Sublingual varices,,4087
2,I861 Scrotal varices,,4088
2,I862 Pelvic varices,,4089
2,I863 Vulval varices,,4090
2,I864 Gastric varices,,4091
2,I868 Varicose veins of other specified sites,,4092
2,I87 Other disorders of veins,,4093
2,I870 Postphlebitic syndrome,,4094
2,I871 Compression of vein,,4095
2,I872 Venous insufficiency (chronic)(peripheral),,4096
2,I878 Other specified disorders of veins,,4097
2,"I879 Disorder of vein, unspecified",,4098
2,I88 Nonspecific lymphadenitis,,4099
2,I880 Nonspecific mesenteric lymphadenitis,,4100
2,"I881 Chronic lymphadenitis, except mesenteric",,4101
2,I888 Other nonspecific lymphadenitis,,4102
2,"I889 Nonspecific lymphadenitis, unspecified",,4103
2,I89 Other noninfective disorders of lymphatic vessels and lymph nodes,,4104
2,"I890 Lymphoedema, NEC",,4105
2,I891 Lymphangitis,,4106
2,I898 Other specified noninfective disorders of lymphatic vessels and lymph nodes,,4107
2,"I899 Noninfective disorder of lymphatic vessels and lymph nodes, unspecified",,4108
2,I95 Hypotension,,4109
2,I950 Idiopathic hypotension,,4110
2,I951 Orthostatic hypotension,,4111
2,I952 Hypotension due to drugs,,4112
2,I958 Other hypotension,,4113
2,"I959 Hypotension, unspecified",,4114
2,"I97 Postprocedural disorders of circulatory system, NEC",,4115
2,I970 Postcardiotomy syndrome,,4116
2,I971 Other functional disturbances following cardiac surgery,,4117
2,I972 Postmastectomy lymphoedema syndrome,,4118
2,"I978 Other postprocedural disorders of circulatory system, NEC",,4119
2,"I979 Postprocedural disorder of circulatory system, unspecified",,4120
2,I98 Other disorders of circulatory system in diseases classified elsewhere,,4121
2,I980 Cardiovascular syphilis,,4122
2,I981 Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere,,4123
2,I982 Oesophageal varices in diseases classified elsewhere,,4124
2,I983 Oesophageal varices without bleeding in diseases classified elsewhere,,4125
2,I988 Other specified disorders of circulatory system in diseases classified elsewhere,,4126
2,I99 Other and unspecified disorders of circulatory system,,4127
2,J00 Acute nasopharyngitis [common cold],,4128
2,J01 Acute sinusitis,,4129
2,J010 Acute maxillary sinusitis,,4130
2,J011 Acute frontal sinusitis,,4131
2,J012 Acute ethmoidal sinusitis,,4132
2,J013 Acute sphenoidal sinusitis,,4133
2,J014 Acute pansinusitis,,4134
2,J018 Other acute sinusitis,,4135
2,"J019 Acute sinusitis, unspecified",,4136
2,J02 Acute pharyngitis,,4137
2,J020 Streptococcal pharyngitis,,4138
2,J028 Acute pharyngitis due to other specified organisms,,4139
2,"J029 Acute pharyngitis, unspecified",,4140
2,J03 Acute tonsillitis,,4141
2,J030 Streptococcal tonsillitis,,4142
2,J038 Acute tonsillitis due to other specified organisms,,4143
2,"J039 Acute tonsillitis, unspecified",,4144
2,J04 Acute laryngitis and tracheitis,,4145
2,J040 Acute laryngitis,,4146
2,J041 Acute tracheitis,,4147
2,J042 Acute laryngotracheitis,,4148
2,J05 Acute obstructive laryngitis [croup] and epiglottitis,,4149
2,J050 Acute obstructive laryngitis [croup],,4150
2,J051 Acute epiglottitis,,4151
2,J06 Acute upper respiratory infections of multiple and unspecified sites,,4152
2,J060 Acute laryngopharyngitis,,4153
2,J068 Other acute upper respiratory infections of multiple sites,,4154
2,"J069 Acute upper respiratory infection, unspecified",,4155
2,J09 Influenza due to identified avian influenza virus,,4156
2,J10 Influenza due to identified influenza virus,,4157
2,"J100 Influenza with pneumonia, influenza virus identified",,4158
2,"J101 Influenza with other respiratory manifestations, influenza virus identified",,4159
2,"J108 Influenza with other manifestations, influenza virus identified",,4160
2,"J11 Influenza, virus not identified",,4161
2,"J110 Influenza with pneumonia, virus not identified",,4162
2,"J111 Influenza with other respiratory manifestations, virus not identified",,4163
2,"J118 Influenza with other manifestations, virus not identified",,4164
2,"J12 Viral pneumonia, NEC",,4165
2,J120 Adenoviral pneumonia,,4166
2,J121 Respiratory syncytial virus pneumonia,,4167
2,J122 Parainfluenza virus pneumonia,,4168
2,J123 Human metapneumovirus pneumonia,,4169
2,J128 Other viral pneumonia,,4170
2,"J129 Viral pneumonia, unspecified",,4171
2,J13 Pneumonia due to Streptococcus pneumoniae,,4172
2,J14 Pneumonia due to Haemophilus influenzae,,4173
2,"J15 Bacterial pneumonia, NEC",,4174
2,J150 Pneumonia due to Klebsiella pneumoniae,,4175
2,J151 Pneumonia due to Pseudomonas,,4176
2,J152 Pneumonia due to staphylococcus,,4177
2,"J153 Pneumonia due to streptococcus, group B",,4178
2,J154 Pneumonia due to other streptococci,,4179
2,J155 Pneumonia due to Escherichia coli,,4180
2,J156 Pneumonia due to other aerobic Gram-negative bacteria,,4181
2,J157 Pneumonia due to Mycoplasma pneumoniae,,4182
2,J158 Other bacterial pneumonia,,4183
2,"J159 Bacterial pneumonia, unspecified",,4184
2,"J16 Pneumonia due to other infectious organisms, NEC",,4185
2,J160 Chlamydial pneumonia,,4186
2,J168 Pneumonia due to other specified infectious organisms,,4187
2,J17 Pneumonia in diseases classified elsewhere,,4188
2,J170 Pneumonia in bacterial diseases classified elsewhere,,4189
2,J171 Pneumonia in viral diseases classified elsewhere,,4190
2,J172 Pneumonia in mycoses,,4191
2,J173 Pneumonia in parasitic diseases,,4192
2,J178 Pneumonia in other diseases classified elsewhere,,4193
2,"J18 Pneumonia, organism unspecified",,4194
2,"J180 Bronchopneumonia, unspecified",,4195
2,"J181 Lobar pneumonia, unspecified",,4196
2,"J182 Hypostatic pneumonia, unspecified",,4197
2,"J188 Other pneumonia, organism unspecified",,4198
2,"J189 Pneumonia, unspecified",,4199
2,J20 Acute bronchitis,,4200
2,J200 Acute bronchitis due to Mycoplasma pneumoniae,,4201
2,J201 Acute bronchitis due to Haemophilus influenzae,,4202
2,J202 Acute bronchitis due to streptococcus,,4203
2,J203 Acute bronchitis due to coxsackievirus,,4204
2,J204 Acute bronchitis due to parainfluenza virus,,4205
2,J205 Acute bronchitis due to respiratory syncytial virus,,4206
2,J206 Acute bronchitis due to rhinovirus,,4207
2,J207 Acute bronchitis due to echovirus,,4208
2,J208 Acute bronchitis due to other specified organisms,,4209
2,"J209 Acute bronchitis, unspecified",,4210
2,J21 Acute bronchiolitis,,4211
2,J210 Acute bronchiolitis due to respiratory syncytial virus,,4212
2,J211 Acute bronchiolitis due to human metapneumovirus,,4213
2,J218 Acute bronchiolitis due to other specified organisms,,4214
2,"J219 Acute bronchiolitis, unspecified",,4215
2,J22 Unspecified acute lower respiratory infection,,4216
2,J30 Vasomotor and allergic rhinitis,,4217
2,J300 Vasomotor rhinitis,,4218
2,J301 Allergic rhinitis due to pollen,,4219
2,J302 Other seasonal allergic rhinitis,,4220
2,J303 Other allergic rhinitis,,4221
2,"J304 Allergic rhinitis, unspecified",,4222
2,"J31 Chronic rhinitis, nasopharyngitis and pharyngitis",,4223
2,J310 Chronic rhinitis,,4224
2,J311 Chronic nasopharyngitis,,4225
2,J312 Chronic pharyngitis,,4226
2,J32 Chronic sinusitis,,4227
2,J320 Chronic maxillary sinusitis,,4228
2,J321 Chronic frontal sinusitis,,4229
2,J322 Chronic ethmoidal sinusitis,,4230
2,J323 Chronic sphenoidal sinusitis,,4231
2,J324 Chronic pansinusitis,,4232
2,J328 Other chronic sinusitis,,4233
2,"J329 Chronic sinusitis, unspecified",,4234
2,J33 Nasal polyp,,4235
2,J330 Polyp of nasal cavity,,4236
2,J331 Polypoid sinus degeneration,,4237
2,J338 Other polyp of sinus,,4238
2,"J339 Nasal polyp, unspecified",,4239
2,J34 Other disorders of nose and nasal sinuses,,4240
2,"J340 Abscess, furuncle and carbuncle of nose",,4241
2,J341 Cyst and mucocele of nose and nasal sinus,,4242
2,J342 Deviated nasal septum,,4243
2,J343 Hypertrophy of nasal turbinates,,4244
2,J348 Other specified disorders of nose and nasal sinuses,,4245
2,J35 Chronic diseases of tonsils and adenoids,,4246
2,J350 Chronic tonsillitis,,4247
2,J351 Hypertrophy of tonsils,,4248
2,J352 Hypertrophy of adenoids,,4249
2,J353 Hypertrophy of tonsils with hypertrophy of adenoids,,4250
2,J358 Other chronic diseases of tonsils and adenoids,,4251
2,"J359 Chronic disease of tonsils and adenoids, unspecified",,4252
2,J36 Peritonsillar abscess,,4253
2,J37 Chronic laryngitis and laryngotracheitis,,4254
2,J370 Chronic laryngitis,,4255
2,J371 Chronic laryngotracheitis,,4256
2,"J38 Diseases of vocal cords and larynx, NEC",,4257
2,J380 Paralysis of vocal cords and larynx,,4258
2,J381 Polyp of vocal cord and larynx,,4259
2,J382 Nodules of vocal cords,,4260
2,J383 Other diseases of vocal cords,,4261
2,J384 Oedema of larynx,,4262
2,J385 Laryngeal spasm,,4263
2,J386 Stenosis of larynx,,4264
2,J387 Other diseases of larynx,,4265
2,J39 Other diseases of upper respiratory tract,,4266
2,J390 Retropharyngeal and parapharyngeal abscess,,4267
2,J391 Other abscess of pharynx,,4268
2,J392 Other diseases of pharynx,,4269
2,"J393 Upper respiratory tract hypersensitivity reaction, site unspecified",,4270
2,J398 Other specified diseases of upper respiratory tract,,4271
2,"J399 Disease of upper respiratory tract, unspecified",,4272
2,"J40 Bronchitis, not specified as acute or chronic",,4273
2,J41 Simple and mucopurulent chronic bronchitis,,4274
2,J410 Simple chronic bronchitis,,4275
2,J411 Mucopurulent chronic bronchitis,,4276
2,J418 Mixed simple and mucopurulent chronic bronchitis,,4277
2,J42 Unspecified chronic bronchitis,,4278
2,J43 Emphysema,,4279
2,J430 MacLeods syndrome,,4280
2,J431 Panlobular emphysema,,4281
2,J432 Centrilobular emphysema,,4282
2,J438 Other emphysema,,4283
2,"J439 Emphysema, unspecified",,4284
2,J44 Other chronic obstructive pulmonary disease,,4285
2,J440 Chronic obstructive pulmonary disease with acute lower respiratory infection,,4286
2,"J441 Chronic obstructive pulmonary disease with acute exacerbation, unspecified",,4287
2,K112 Sialoadenitis,,4498
2,J448 Other specified chronic obstructive pulmonary disease,,4288
2,"J449 Chronic obstructive pulmonary disease, unspecified",,4289
2,J45 Asthma,,4290
2,J450 Predominantly allergic asthma,,4291
2,J451 Nonallergic asthma,,4292
2,J458 Mixed asthma,,4293
2,"J459 Asthma, unspecified",,4294
2,J46 Status asthmaticus,,4295
2,J47 Bronchiectasis,,4296
2,J60 Coalworkers pneumoconiosis,,4297
2,J61 Pneumoconiosis due to asbestos and other mineral fibres,,4298
2,J62 Pneumoconiosis due to dust containing silica,,4299
2,J620 Pneumoconiosis due to talc dust,,4300
2,J628 Pneumoconiosis due to other dust containing silica,,4301
2,J63 Pneumoconiosis due to other inorganic dusts,,4302
2,J630 Aluminosis (of lung),,4303
2,J631 Bauxite fibrosis (of lung),,4304
2,J632 Berylliosis,,4305
2,J633 Graphite fibrosis (of lung),,4306
2,J634 Siderosis,,4307
2,J635 Stannosis,,4308
2,J638 Pneumoconiosis due to other specified inorganic dusts,,4309
2,J64 Unspecified pneumoconiosis,,4310
2,J65 Pneumoconiosis associated with tuberculosis,,4311
2,J66 Airway disease due to specific organic dust,,4312
2,J660 Byssinosis,,4313
2,J661 Flax-dressers disease,,4314
2,J662 Cannabinosis,,4315
2,J668 Airway disease due to other specific organic dusts,,4316
2,J67 Hypersensitivity pneumonitis due to organic dust,,4317
2,J670 Farmers lung,,4318
2,J671 Bagassosis,,4319
2,J672 Bird fanciers lung,,4320
2,J673 Suberosis,,4321
2,J674 Maltworkers lung,,4322
2,J675 Mushroom-workers lung,,4323
2,J676 Maple-bark-strippers lung,,4324
2,J677 Air-conditioner and humidifier lung,,4325
2,J678 Hypersensitivity pneumonitis due to other organic dusts,,4326
2,J679 Hypersensitivity pneumonitis due to unspecified organic dust,,4327
2,"J68 Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",,4328
2,"J680 Bronchitis and pneumonitis due to chemicals, gases, fumes and vapours",,4329
2,"J681 Acute pulmonary oedema due to chemicals, gases, fumes and vapours",,4330
2,"J682 Upper respiratory inflammation due to chemicals, gases, fumes and vapours, NEC",,4331
2,"J683 Other acute and subacute respiratory conditions due to chemicals, gases, fumes and vapours",,4332
2,"J684 Chronic respiratory conditions due to chemicals, gases, fumes and vapours",,4333
2,"J688 Other respiratory conditions due to chemicals, gases, fumes and vapours",,4334
2,"J689 Unspecified respiratory condition due to chemicals, gases, fumes and vapours",,4335
2,J69 Pneumonitis due to solids and liquids,,4336
2,J690 Pneumonitis due to food and vomit,,4337
2,J691 Pneumonitis due to oils and essences,,4338
2,J698 Pneumonitis due to other solids and liquids,,4339
2,J70 Respiratory conditions due to other external agents,,4340
2,J700 Acute pulmonary manifestations due to radiation,,4341
2,J701 Chronic and other pulmonary manifestations due to radiation,,4342
2,J702 Acute drug-induced interstitial lung disorders,,4343
2,J703 Chronic drug-induced interstitial lung disorders,,4344
2,"J704 Drug-induced interstitial lung disorders, unspecified",,4345
2,J708 Respiratory conditions due to other specified external agents,,4346
2,J709 Respiratory conditions due to unspecified external agent,,4347
2,J80 Adult respiratory distress syndrome,,4348
2,J81 Pulmonary oedema,,4349
2,"J82 Pulmonary eosinophilia, NEC",,4350
2,J84 Other interstitial pulmonary diseases,,4351
2,J840 Alveolar and parietoalveolar conditions,,4352
2,J841 Other interstitial pulmonary diseases with fibrosis,,4353
2,J848 Other specified interstitial pulmonary diseases,,4354
2,"J849 Interstitial pulmonary disease, unspecified",,4355
2,J85 Abscess of lung and mediastinum,,4356
2,J850 Gangrene and necrosis of lung,,4357
2,J851 Abscess of lung with pneumonia,,4358
2,J852 Abscess of lung without pneumonia,,4359
2,J853 Abscess of mediastinum,,4360
2,J86 Pyothorax,,4361
2,J860 Pyothorax with fistula,,4362
2,J869 Pyothorax without fistula,,4363
2,"J90 Pleural effusion, NEC",,4364
2,J91 Pleural effusion in conditions classified elsewhere,,4365
2,J92 Pleural plaque,,4366
2,J920 Pleural plaque with presence of asbestos,,4367
2,J929 Pleural plaque without asbestos,,4368
2,J93 Pneumothorax,,4369
2,J930 Spontaneous tension pneumothorax,,4370
2,J931 Other spontaneous pneumothorax,,4371
2,J938 Other pneumothorax,,4372
2,"J939 Pneumothorax, unspecified",,4373
2,J94 Other pleural conditions,,4374
2,J940 Chylous effusion,,4375
2,J941 Fibrothorax,,4376
2,J942 Haemothorax,,4377
2,J948 Other specified pleural conditions,,4378
2,"J949 Pleural condition, unspecified",,4379
2,"J95 Postprocedural respiratory disorders, NEC",,4380
2,J950 Tracheostomy malfunction,,4381
2,J951 Acute pulmonary insufficiency following thoracic surgery,,4382
2,J952 Acute pulmonary insufficiency following nonthoracic surgery,,4383
2,J953 Chronic pulmonary insufficiency following surgery,,4384
2,J954 Mendelsons syndrome,,4385
2,J955 Postprocedural subglottic stenosis,,4386
2,J958 Other postprocedural respiratory disorders,,4387
2,"J959 Postprocedural respiratory disorder, unspecified",,4388
2,J961 Chronic respiratory failure,,4391
2,"J969 Respiratory failure, unspecified",,4392
2,J98 Other respiratory disorders,,4393
2,"J980 Diseases of bronchus, NEC",,4394
2,J981 Pulmonary collapse,,4395
2,J982 Interstitial emphysema,,4396
2,J983 Compensatory emphysema,,4397
2,J984 Other disorders of lung,,4398
2,"J985 Diseases of mediastinum, NEC",,4399
2,J986 Disorders of diaphragm,,4400
2,J988 Other specified respiratory disorders,,4401
2,"J989 Respiratory disorder, unspecified",,4402
2,J99 Respiratory disorders in diseases classified elsewhere,,4403
2,J990 Rheumatoid lung disease,,4404
2,J991 Respiratory disorders in other diffuse connective tissue disorders,,4405
2,J998 Respiratory disorders in other diseases classified elsewhere,,4406
2,K00 Disorders of tooth development and eruption,,4407
2,K000 Anodontia,,4408
2,K001 Supernumerary teeth,,4409
2,K002 Abnormalities of size and form of teeth,,4410
2,K003 Mottled teeth,,4411
2,K004 Disturbances in tooth formation,,4412
2,"K005 Hereditary disturbances in tooth structure, NEC",,4413
2,K006 Disturbances in tooth eruption,,4414
2,K007 Teething syndrome,,4415
2,K008 Other disorders of tooth development,,4416
2,"K009 Disorder of tooth development, unspecified",,4417
2,K01 Embedded and impacted teeth,,4418
2,K010 Embedded teeth,,4419
2,K011 Impacted teeth,,4420
2,K02 Dental caries,,4421
2,K020 Caries limited to enamel,,4422
2,K021 Caries of dentine,,4423
2,K022 Caries of cementum,,4424
2,K023 Arrested dental caries,,4425
2,K024 Odontoclasia,,4426
2,K028 Other dental caries,,4427
2,"K029 Dental caries, unspecified",,4428
2,K03 Other diseases of hard tissues of teeth,,4429
2,K030 Excessive attrition of teeth,,4430
2,K031 Abrasion of teeth,,4431
2,K032 Erosion of teeth,,4432
2,K033 Pathological resorption of teeth,,4433
2,K034 Hypercementosis,,4434
2,K035 Ankylosis of teeth,,4435
2,K036 Deposits [accretions] on teeth,,4436
2,K037 Posteruptive colour changes of dental hard tissues,,4437
2,K038 Other specified diseases of hard tissues of teeth,,4438
2,"K039 Disease of hard tissues of teeth, unspecified",,4439
2,K04 Diseases of pulp and periapical tissues,,4440
2,K040 Pulpitis,,4441
2,K041 Necrosis of pulp,,4442
2,K042 Pulp degeneration,,4443
2,K043 Abnormal hard tissue formation in pulp,,4444
2,K044 Acute apical periodontitis of pulpal origin,,4445
2,K045 Chronic apical periodontitis,,4446
2,K046 Periapical abscess with sinus,,4447
2,K047 Periapical abscess without sinus,,4448
2,K048 Radicular cyst,,4449
2,K049 Other and unspecified diseases of pulp and periapical tissues,,4450
2,K05 Gingivitis and periodontal diseases,,4451
2,K050 Acute gingivitis,,4452
2,K051 Chronic gingivitis,,4453
2,K052 Acute periodontitis,,4454
2,K053 Chronic periodontitis,,4455
2,K054 Periodontosis,,4456
2,K055 Other periodontal diseases,,4457
2,"K056 Periodontal disease, unspecified",,4458
2,K06 Other disorders of gingiva and edentulous alveolar ridge,,4459
2,K060 Gingival recession,,4460
2,K061 Gingival enlargement,,4461
2,K062 Gingival and edentulous alveolar ridge lesions associated with trauma,,4462
2,K068 Other specified disorders of gingiva and edentulous alveolar ridge,,4463
2,"K069 Disorder of gingiva and edentulous alveolar ridge, unspecified",,4464
2,K07 Dentofacial anomalies [including malocclusion],,4465
2,K070 Major anomalies of jaw size,,4466
2,K071 Anomalies of jaw-cranial base relationship,,4467
2,K072 Anomalies of dental arch relationship,,4468
2,K073 Anomalies of tooth position,,4469
2,"K074 Malocclusion, unspecified",,4470
2,K075 Dentofacial functional abnormalities,,4471
2,K076 Temporomandibular joint disorders,,4472
2,K078 Other dentofacial anomalies,,4473
2,"K079 Dentofacial anomaly, unspecified",,4474
2,K08 Other disorders of teeth and supporting structures,,4475
2,K080 Exfoliation of teeth due to systemic causes,,4476
2,"K081 Loss of teeth due to accident, extraction or local periodontal disease",,4477
2,K082 Atrophy of edentulous alveolar ridge,,4478
2,K083 Retained dental root,,4479
2,K088 Other specified disorders of teeth and supporting structures,,4480
2,"K089 Disorder of teeth and supporting structures, unspecified",,4481
2,"K09 Cysts of oral region, NEC",,4482
2,K090 Developmental odontogenic cysts,,4483
2,K091 Developmental (nonodontogenic) cysts of oral region,,4484
2,K092 Other cysts of jaw,,4485
2,"K098 Other cysts of oral region, NEC",,4486
2,"K099 Cyst of oral region, unspecified",,4487
2,K10 Other diseases of jaws,,4488
2,K100 Developmental disorders of jaws,,4489
2,"K101 Giant cell granuloma, central",,4490
2,K102 Inflammatory conditions of jaws,,4491
2,K103 Alveolitis of jaws,,4492
2,K108 Other specified diseases of jaws,,4493
2,"K109 Disease of jaws, unspecified",,4494
2,K11 Diseases of salivary glands,,4495
2,K110 Atrophy of salivary gland,,4496
2,K111 Hypertrophy of salivary gland,,4497
2,K113 Abscess of salivary gland,,4499
2,K114 Fistula of salivary gland,,4500
2,K115 Sialolithiasis,,4501
2,K116 Mucocele of salivary gland,,4502
2,K117 Disturbances of salivary secretion,,4503
2,K118 Other diseases of salivary glands,,4504
2,"K119 Disease of salivary gland, unspecified",,4505
2,K12 Stomatitis and related lesions,,4506
2,K120 Recurrent oral aphthae,,4507
2,K121 Other forms of stomatitis,,4508
2,K122 Cellulitis and abscess of mouth,,4509
2,K123 Oral mucositis (ulcerative),,4510
2,K13 Other diseases of lip and oral mucosa,,4511
2,K130 Diseases of lips,,4512
2,K131 Cheek and lip biting,,4513
2,"K132 Leukoplakia and other disturbances of oral epithelium, including tongue",,4514
2,K133 Hairy leukoplakia,,4515
2,K134 Granuloma and granuloma-like lesions of oral mucosa,,4516
2,K135 Oral submucous fibrosis,,4517
2,K136 Irritative hyperplasia of oral mucosa,,4518
2,K137 Other and unspecified lesions of oral mucosa,,4519
2,K14 Diseases of tongue,,4520
2,K140 Glossitis,,4521
2,K141 Geographic tongue,,4522
2,K142 Median rhomboid glossitis,,4523
2,K143 Hypertrophy of tongue papillae,,4524
2,K144 Atrophy of tongue papillae,,4525
2,K145 Plicated tongue,,4526
2,K146 Glossodynia,,4527
2,K148 Other diseases of tongue,,4528
2,"K149 Disease of tongue, unspecified",,4529
2,K20 Oesophagitis,,4530
2,K21 Gastro-oesophageal reflux disease,,4531
2,K210 Gastro-oesophageal reflux disease with oesophagitis,,4532
2,K219 Gastro-oesophageal reflux disease without oesophagitis,,4533
2,K22 Other diseases of oesophagus,,4534
2,K220 Achalasia of cardia,,4535
2,K221 Ulcer of oesophagus,,4536
2,K222 Oesophageal obstruction,,4537
2,K223 Perforation of oesophagus,,4538
2,K224 Dyskinesia of oesophagus,,4539
2,"K225 Diverticulum of oesophagus, acquired",,4540
2,K226 Gastro-oesophageal laceration-haemorrhage syndrome,,4541
2,K227 Barretts oesophagus,,4542
2,K228 Other specified diseases of oesophagus,,4543
2,"K229 Disease of oesophagus, unspecified",,4544
2,K23 Disorders of oesophagus in diseases classified elsewhere,,4545
2,K230 Tuberculous oesophagitis,,4546
2,K231 Megaoesophagus in Chagas disease,,4547
2,K238 Disorders of oesophagus in other diseases classified elsewhere,,4548
2,K25 Gastric ulcer,,4549
2,"K250 Gastric ulcer, acute with haemorrhage",,4550
2,"K251 Gastric ulcer, acute with perforation",,4551
2,"K252 Gastric ulcer, acute with both haemorrhage and perforation",,4552
2,"K253 Gastric ulcer, acute without haemorrhage or perforation",,4553
2,"K254 Gastric ulcer, chronic or unspecified with haemorrhage",,4554
2,"K255 Gastric ulcer, chronic or unspecified with perforation",,4555
2,"K256 Gastric ulcer, chronic or unspecified with both haemorrhage and perforation",,4556
2,"K257 Gastric ulcer, chronic without haemorrhage or perforation",,4557
2,"K259 Gastric ulcer, unspecified as acute or chronic, without haemorrhage or perforation",,4558
2,K26 Duodenal ulcer,,4559
